# File Summary
File Type: SureSelect DNA Design Report
Created By: SureSelect DNA Probegroup Wizard
User: Suzanne.Drury@gosh.nhs.uk
Workgroup: GOSH-Regional Molecular Genetics
Folder: GOSH-Regional Molecular Genetics
Timestamp: 21-Apr-2015

# Design Summary
Probegroup Name: HBB_SNPs_v2_moderate
Species: H. sapiens (H. sapiens, hg19, GRCh37, February 2009)

# Target Summary
195 Target IDs resolved to 195 targets comprising 195 regions.
0 Target IDs were not found.
Region Size: 3.846 kbp

# Probe Summary
Total Probes: 165
Total Probes Size: 5.952 kbp
Recommended Minimum Sequencing per Sample: 1.190 Mbp

# Target Parameters
Databases: RefSeq, Ensembl, CCDS, Gencode, VEGA, SNP, CytoBand
Region: Coding Exons
Region Extension: 10 bases from 3' end and 10 bases from 5' end.
Allow Synonyms: No

# Probe Tiling Parameters
Tiling density: 5x
Masking: Moderately Stringent
Boosting: MaximizePerformance
Extension into repeats: 20
Strand: Sense

# Target and Probe Details
#    TargetID: The identifier entered in the Targets list.
#    Interval: The genomic interval of the target.
#    Regions: The number of regions within this target.
#    Size: The total size (in base pairs) of the regions.
#    Database(s): The databases in which this target was found.
#    Coverage: The percentage of bases overlapped by probes extended by +/- 100 base pairs to represent likely capture.
#    HighCoverage: Number of regions with overlap >= 90%.
#    LowCoverage: Number of regions with overlap < 90%.

TargetID	Interval	Regions	Size	Databases	Coverage	HighCoverage	LowCoverage
rs1865285	chr11:4826155-4826175	1	21	SNP	0.0	0	1
rs1966652	chr11:4792078-4792098	1	21	SNP	0.0	0	1
rs1966653	chr11:4792020-4792040	1	21	SNP	0.0	0	1
rs1966654	chr11:4791936-4791956	1	21	SNP	0.0	0	1
rs1966655	chr11:4791924-4791944	1	21	SNP	0.0	0	1
rs1976339	chr11:5684392-5684412	1	21	SNP	0.0	0	1
rs2015090	chr11:5691204-5691224	1	21	SNP	0.0	0	1
rs2030095	chr11:5638156-5638176	1	21	SNP	0.0	0	1
rs2030096	chr11:5638143-5638163	1	21	SNP	0.0	0	1
rs2117211	chr11:4795105-4795125	1	21	SNP	0.0	0	1
rs2133260	chr11:5722016-5722036	1	21	SNP	0.0	0	1
rs2133261	chr11:5722090-5722110	1	21	SNP	0.0	0	1
rs2133262	chr11:5722126-5722146	1	21	SNP	0.0	0	1
rs2342378	chr11:5660745-5660765	1	21	SNP	14.285715	0	1
rs2342379	chr11:5660671-5660691	1	21	SNP	100.0	1	0
rs2342380	chr11:5660623-5660643	1	21	SNP	100.0	1	0
rs2342389	chr11:5692605-5692625	1	21	SNP	100.0	1	0
rs2343227	chr11:5704454-5704474	1	21	SNP	0.0	0	1
rs2343229	chr11:5704553-5704573	1	21	SNP	0.0	0	1
rs2343233	chr11:5723056-5723076	1	21	SNP	100.0	1	0
rs2412428	chr11:4822866-4822886	1	21	SNP	0.0	0	1
rs2412429	chr11:4822816-4822836	1	21	SNP	0.0	0	1
rs2880342	chr11:5660669-5660689	1	21	SNP	100.0	1	0
rs2880576	chr11:5704701-5704721	1	21	SNP	0.0	0	1
rs2880580	chr11:5722397-5722417	1	21	SNP	0.0	0	1
rs34506684	chr11:5702716-5702736	1	21	SNP	0.0	0	1
rs34697009	chr11:5675381-5675401	1	21	SNP	0.0	0	1
rs35811538	chr11:4756135-4756154	1	20	SNP	100.0	1	0
rs36084911	chr11:5691547-5691567	1	21	SNP	0.0	0	1
rs4360724	chr11:5722420-5722440	1	21	SNP	0.0	0	1
rs4369439	chr11:5722498-5722518	1	21	SNP	0.0	0	1
rs4375437	chr11:4755495-4755515	1	21	SNP	100.0	1	0
rs4462336	chr11:4792374-4792394	1	21	SNP	100.0	1	0
rs4495889	chr11:4755855-4755875	1	21	SNP	100.0	1	0
rs4495890	chr11:4755970-4755990	1	21	SNP	100.0	1	0
rs4514451	chr11:5703999-5704019	1	21	SNP	100.0	1	0
rs4525262	chr11:5722434-5722454	1	21	SNP	0.0	0	1
rs4569000	chr11:4792189-4792209	1	21	SNP	66.66667	0	1
rs4569001	chr11:4792368-4792388	1	21	SNP	100.0	1	0
rs4575305	chr11:5703313-5703333	1	21	SNP	0.0	0	1
rs4586155	chr11:4754538-4754558	1	21	SNP	0.0	0	1
rs4604919	chr11:5722636-5722656	1	21	SNP	0.0	0	1
rs4625503	chr11:5712516-5712536	1	21	SNP	0.0	0	1
rs4910574	chr11:5716712-5716732	1	21	SNP	0.0	0	1
rs4910671	chr11:4756617-4756637	1	21	SNP	100.0	1	0
rs4910674	chr11:4796193-4796213	1	21	SNP	0.0	0	1
rs4910692	chr11:4912737-4912757	1	21	SNP	100.0	1	0
rs4910833	chr11:5669493-5669513	1	21	SNP	0.0	0	1
rs4910836	chr11:5716957-5716977	1	21	SNP	100.0	1	0
rs4910837	chr11:5717053-5717073	1	21	SNP	100.0	1	0
rs4910838	chr11:5724667-5724687	1	21	SNP	0.0	0	1
rs55652931	chr11:5692828-5692848	1	21	SNP	0.0	0	1
rs56334873	chr11:5692815-5692835	1	21	SNP	38.095238	0	1
rs57332499	chr11:4758690-4758710	1	21	SNP	0.0	0	1
rs58270597	chr11:5688673-5688693	1	21	SNP	0.0	0	1
rs61363160	chr11:5703104-5703124	1	21	SNP	0.0	0	1
rs6578522	chr11:4754743-4754763	1	21	SNP	0.0	0	1
rs6578523	chr11:4754755-4754775	1	21	SNP	0.0	0	1
rs6578528	chr11:4821011-4821031	1	21	SNP	0.0	0	1
rs6578529	chr11:4821224-4821244	1	21	SNP	100.0	1	0
rs6578530	chr11:4821346-4821366	1	21	SNP	100.0	1	0
rs6578531	chr11:4821396-4821416	1	21	SNP	100.0	1	0
rs6578532	chr11:4821462-4821482	1	21	SNP	100.0	1	0
rs6578672	chr11:5684877-5684897	1	21	SNP	0.0	0	1
rs6578674	chr11:5704809-5704829	1	21	SNP	0.0	0	1
rs6578675	chr11:5705121-5705141	1	21	SNP	0.0	0	1
rs6578676	chr11:5705135-5705155	1	21	SNP	0.0	0	1
rs6578677	chr11:5705154-5705174	1	21	SNP	0.0	0	1
rs7102130	chr11:5673349-5673369	1	21	SNP	0.0	0	1
rs7102658	chr11:4747607-4747627	1	21	SNP	0.0	0	1
rs7103172	chr11:5661011-5661031	1	21	SNP	0.0	0	1
rs7104808	chr11:4752839-4752859	1	21	SNP	100.0	1	0
rs7107648	chr11:4766016-4766036	1	21	SNP	0.0	0	1
rs7110703	chr11:5641639-5641659	1	21	SNP	0.0	0	1
rs7112009	chr11:4787349-4787369	1	21	SNP	100.0	1	0
rs7112101	chr11:4935460-4935480	1	21	SNP	100.0	1	0
rs7113258	chr11:5731445-5731465	1	21	SNP	0.0	0	1
rs7114738	chr11:5666395-5666415	1	21	SNP	0.0	0	1
rs7115878	chr11:4788007-4788027	1	21	SNP	0.0	0	1
rs7116081	chr11:5724057-5724077	1	21	SNP	100.0	1	0
rs7122886	chr11:5704387-5704407	1	21	SNP	0.0	0	1
rs7123417	chr11:5704732-5704752	1	21	SNP	0.0	0	1
rs7124516	chr11:5641619-5641639	1	21	SNP	0.0	0	1
rs7124923	chr11:4840824-4840844	1	21	SNP	0.0	0	1
rs7126643	chr11:5704726-5704746	1	21	SNP	0.0	0	1
rs7131278	chr11:5736359-5736379	1	21	SNP	0.0	0	1
rs71490144	chr11:5691496-5691516	1	21	SNP	0.0	0	1
rs71490145	chr11:5691518-5691538	1	21	SNP	0.0	0	1
rs72283476	chr11:5639193-5639216	1	24	SNP	100.0	1	0
rs72868749	chr11:4820485-4820505	1	21	SNP	0.0	0	1
rs72868750	chr11:4820486-4820506	1	21	SNP	0.0	0	1
rs73390861	chr11:4762091-4762111	1	21	SNP	100.0	1	0
rs73400381	chr11:5650550-5650570	1	21	SNP	0.0	0	1
rs74863906	chr11:5696427-5696448	1	22	SNP	0.0	0	1
rs76196009	chr11:5692505-5692525	1	21	SNP	100.0	1	0
rs7927644	chr11:5721708-5721728	1	21	SNP	0.0	0	1
rs7930228	chr11:4822523-4822543	1	21	SNP	0.0	0	1
rs7932400	chr11:5641140-5641160	1	21	SNP	0.0	0	1
rs7933099	chr11:4822478-4822498	1	21	SNP	0.0	0	1
rs7933109	chr11:4822497-4822517	1	21	SNP	0.0	0	1
rs7933423	chr11:4822766-4822786	1	21	SNP	0.0	0	1
rs7933458	chr11:5675002-5675022	1	21	SNP	0.0	0	1
rs7936211	chr11:4863672-4863692	1	21	SNP	0.0	0	1
rs7938153	chr11:4820819-4820839	1	21	SNP	0.0	0	1
rs7940131	chr11:4821744-4821764	1	21	SNP	0.0	0	1
rs7942160	chr11:5721707-5721727	1	21	SNP	0.0	0	1
rs7944669	chr11:5661036-5661056	1	21	SNP	0.0	0	1
rs7947080	chr11:4838016-4838036	1	21	SNP	0.0	0	1
rs7947253	chr11:5674078-5674098	1	21	SNP	0.0	0	1
rs7947538	chr11:5638771-5638791	1	21	SNP	0.0	0	1
rs7947552	chr11:5638811-5638831	1	21	SNP	0.0	0	1
rs7950170	chr11:5680142-5680162	1	21	SNP	0.0	0	1
rs7950311	chr11:5672344-5672364	1	21	SNP	100.0	1	0
rs7950667	chr11:4820708-4820728	1	21	SNP	0.0	0	1
rs7951715	chr11:4772056-4772076	1	21	SNP	100.0	1	0
rs7952595	chr11:4772787-4772807	1	21	SNP	100.0	1	0
